Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
2211 Louisiana Ave,2211 Louisiana Ave,Short Term Rental Commercial Owner,3,6,04/18/2025 11:59:00 PM,"(29.9340694350497, -90.0940036889691)",3673372.36,523638.87
2108 Louisiana Ave,2108 Louisiana Ave,Short Term Rental Commercial Owner,4,8,11/12/2025 11:59:00 PM,"(29.9330067848047, -90.0939603059175)",3673390.28,523252.6
1022 Erato St,1022 Erato St,Short Term Rental Commercial Owner,5,10,11/13/2025 11:59:00 PM,"(29.9391156028021, -90.0705993925383)",3680764.8,525554.77
2209 Chartres St,2209 Chartres St,Short Term Rental Commercial Owner,2,4,11/14/2025 11:59:00 PM,"(29.9636999912778, -90.0559867462868)",3685293.05,534545.84
2213 Louisiana Ave,2213 Louisiana Ave,Short Term Rental Commercial Owner,2,4,11/13/2025 11:59:00 PM,"(29.9341161683362, -90.0940252731516)",3673365.34,523655.79
4527 Dryades St,4527 Dryades St,Short Term Rental Commercial Owner,2,4,12/26/2025 11:59:00 PM,"(29.9295658135833, -90.1043947464636)",3670098.84,521965.74
"822 Baronne St, Unit 301","822 Baronne St, Unit 301",Short Term Rental Commercial Owner,3,6,12/30/2025 11:59:00 PM,"(29.9459439591323, -90.0741369111624)",3679617.16,528025.48
320 Saint Joseph St,320 Saint Joseph St,Short Term Rental Commercial Owner,5,10,12/29/2025 11:59:00 PM,"(29.9429745912827, -90.0664338069008)",3682068.55,526972.6
1207 Carondelet St Apt 2B,1207 Carondelet St Apt 2B,Short Term Rental Commercial Owner,1,2,12/30/2025 11:59:00 PM,"(29.9419534591908, -90.0753956425015)",3679234.47,526570.01
"822 Baronne St, Unit 201","822 Baronne St, Unit 201",Short Term Rental Commercial Owner,3,6,12/30/2025 11:59:00 PM,"(29.9459218660205, -90.0741875239692)",3679601.22,528017.27
,,Short Term Rental Commercial Owner,2,4,01/02/2026 11:59:00 PM,"(29.9165608972751, -90.1177110155308)",3665931.25,517191.68
722 Girod St Apt 502,722 Girod St Apt 502,Short Term Rental Commercial Owner,2,4,06/17/2025 11:59:00 PM,"(29.9471812545483, -90.0720484509278)",3680273.59,528482.68
"822 Baronne St, Unit 101","822 Baronne St, Unit 101",Short Term Rental Commercial Owner,1,2,12/30/2025 11:59:00 PM,"(29.9459347583297, -90.074178361796)",3679604.07,528021.99
1515 Calliope St Apt 201,1515 Calliope St Apt 201,Short Term Rental Commercial Owner,3,6,12/31/2025 11:59:00 PM,"(29.9419771752916, -90.0721996382078)",3680246.54,526589.76
1020 Race St Apt 2,1020 Race St Apt 2,Short Term Rental Commercial Owner,2,4,08/25/2025 11:59:00 PM,"(29.9341362841875, -90.0719066403176)",3680370.72,523739.55
3826 Canal St,3826 Canal St,Short Term Rental Commercial Owner,2,4,01/02/2026 11:59:00 PM,"(29.9726415477961, -90.098381080692)",3671834.77,537650.18
,,Short Term Rental Commercial Owner,1,2,12/30/2025 11:59:00 PM,"(29.9419213387632, -90.075338074024)",3679252.83,526558.53
1515 Calliope St Apt 202,1515 Calliope St Apt 202,Short Term Rental Commercial Owner,3,6,12/31/2025 11:59:00 PM,"(29.9419935928708, -90.0722369429499)",3680234.66,526595.6
818 Lafayette St,818 Lafayette St,Short Term Rental Commercial Owner,2,4,12/29/2025 11:59:00 PM,"(29.9485555428445, -90.0727806475473)",3680036.22,528979.87
1515 Calliope St Apt 102,1515 Calliope St Apt 102,Short Term Rental Commercial Owner,3,6,12/31/2025 11:59:00 PM,"(29.9419609150981, -90.072261953553)",3680226.87,526583.63
2104 Louisiana Ave Apt 1A,2104 Louisiana Ave Apt 1A,Short Term Rental Commercial Owner,2,4,06/19/2025 11:59:00 PM,"(29.9328896926488, -90.0939722738064)",3673386.95,523209.98
3726 Canal St Apt 202,3726 Canal St Apt 202,Short Term Rental Commercial Owner,1,2,12/27/2025 11:59:00 PM,"(29.9720606000948, -90.0976764324585)",3672060.14,537441.33
632 S Miro St,632 S Miro St,Short Term Rental Commercial Owner,5,10,12/29/2025 11:59:00 PM,"(29.9578749504734, -90.0872983396348)",3675401.96,532318.47
529 Third St,529 Third St,Short Term Rental Commercial Owner,5,10,07/30/2025 11:59:00 PM,"(29.9226138700744, -90.0772717903392)",3678717.39,519530.92
"822 Baronne St, UNIT 202","822 Baronne St, UNIT 202",Short Term Rental Commercial Owner,3,6,12/30/2025 11:59:00 PM,"(29.9459488067063, -90.0741578172454)",3679610.52,528027.17
518 Jackson Ave,518 Jackson Ave,Short Term Rental Commercial Owner,3,6,12/27/2025 11:59:00 PM,"(29.9249633674154, -90.072953711785)",3680075.78,520400.3
4120 Eve St,4120 Eve St,Short Term Rental Commercial Owner,3,6,01/02/2026 11:59:00 PM,"(29.9528741103683, -90.1020558442651)",3670748.58,530449.46
2702 Chartres St,2702 Chartres St,Short Term Rental Commercial Owner,2,4,12/27/2025 11:59:00 PM,"(29.9635431300861, -90.0506516370523)",3686982.93,534507.67
734 Union St Unit 300,734 Union St Unit 300,Short Term Rental Commercial Owner,2,4,12/25/2025 11:59:00 PM,"(29.9512043955856, -90.0711484422009)",3680542.49,529948.78
DAYS INN,4180 OLD GENTILLY ROAD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
300 N Cortez St Unit B,300 N Cortez St Unit B,Short Term Rental Commercial Owner,4,8,07/10/2025 11:59:00 PM,"(29.9740675752936, -90.0950881469606)",3672871.71,538179.99
800 St Charles Ave Apt 308,800 St Charles Ave Apt 308,Short Term Rental Commercial Owner,1,2,11/20/2025 11:59:00 PM,"(29.9456630265268, -90.0713850382623)",3680489.76,527932.91
800 St Charles Ave Apt 201,800 St Charles Ave Apt 201,Short Term Rental Commercial Owner,2,4,11/20/2025 11:59:00 PM,"(29.9457219120368, -90.071549315638)",3680437.5,527953.75
2018 Saint Claude Ave,2018 Saint Claude Ave,Short Term Rental Commercial Owner,3,6,11/18/2025 11:59:00 PM,"(29.9682357181616, -90.0587374016547)",3684403.77,536185.5
320 N Cortez St Unit B,320 N Cortez St Unit B,Short Term Rental Commercial Owner,4,8,07/11/2025 11:59:00 PM,"(29.9743562995439, -90.0955328965834)",3672729.77,538283.46
4857 Magazine St,4857 Magazine St,Short Term Rental Commercial Owner,3,3,06/16/2025 11:59:00 PM,"(29.920508793186, -90.107706317279)",3669085.17,518661.04
800 St Charles Ave Apt 207,800 St Charles Ave Apt 207,Short Term Rental Commercial Owner,1,2,11/20/2025 11:59:00 PM,"(29.9456953060243, -90.0714102706697)",3680481.64,527944.56
800 St Charles Ave Apt 208,800 St Charles Ave Apt 208,Short Term Rental Commercial Owner,1,2,11/20/2025 11:59:00 PM,"(29.9456912578999, -90.0713924807921)",3680487.29,527943.15
"4417 DRYADES ST, LLC",4417 DRYADES ST,4703 - BED & BREAKFAST INNS,,,,"(29.9295537767061, -90.1030998958288)",3670509.01435,521965.763962
800 St Charles Ave Apt 403,800 St Charles Ave Apt 403,Short Term Rental Commercial Owner,2,4,11/20/2025 11:59:00 PM,"(29.9456691337585, -90.0715143008607)",3680448.8,527934.68
2211 Chartres St,2211 Chartres St,Short Term Rental Commercial Owner,1,2,06/16/2025 11:59:00 PM,"(29.963711742864, -90.0559253566591)",3685312.44,534550.33
800 St Charles Ave Apt 205,800 St Charles Ave Apt 205,Short Term Rental Commercial Owner,1,2,11/20/2025 11:59:00 PM,"(29.9457015095985, -90.0714492215373)",3680469.28,527946.68
2133 Louisiana Ave,2133 Louisiana Ave,Short Term Rental Commercial Owner,5,10,11/20/2025 11:59:00 PM,"(29.9336189689299, -90.0938122027373)",3673434.78,523475.72
505 Frenchmen St Apt 203,505 Frenchmen St Apt 203,Short Term Rental Commercial Owner,1,2,11/20/2025 11:59:00 PM,"(29.9627941804395, -90.0575583326317)",3684799.11,534210.91
800 St Charles Ave Apt 307,800 St Charles Ave Apt 307,Short Term Rental Commercial Owner,1,2,11/20/2025 11:59:00 PM,"(29.945666176468, -90.0714095338395)",3680481.99,527933.97
341 Baronne St Apt A,341 Baronne St Apt A,Short Term Rental Commercial Owner,2,4,11/18/2025 11:59:00 PM,"(29.9515126500001, -90.0728704592045)",3679995.95,530054.87
506 David St,506 David St,Short Term Rental Commercial Owner,5,10,06/23/2025 11:59:00 PM,"(29.9782538601549, -90.0981101065092)",3671898.56,539691.96
505 Frenchmen St Apt 303,505 Frenchmen St Apt 303,Short Term Rental Commercial Owner,1,2,11/20/2025 11:59:00 PM,"(29.9627976111995, -90.0575179262378)",3684811.89,534212.3
2735 Lafitte Ave,2735 Lafitte Ave,Short Term Rental Commercial Owner,5,10,11/20/2025 11:59:00 PM,"(29.9698497701622, -90.08510998434)",3676047.46,536680.51
2730 Toulouse St,2730 Toulouse St,Short Term Rental Commercial Owner,5,10,11/20/2025 11:59:00 PM,"(29.9700606881406, -90.084897717177)",3676113.83,536757.94
800 St Charles Ave Apt 305,800 St Charles Ave Apt 305,Short Term Rental Commercial Owner,1,2,11/20/2025 11:59:00 PM,"(29.9456773905422, -90.0714662624026)",3680463.98,527937.85
800 St Charles Ave Apt 402,800 St Charles Ave Apt 402,Short Term Rental Commercial Owner,2,4,11/20/2025 11:59:00 PM,"(29.9456771124893, -90.0715376301863)",3680441.38,527937.5
800 St Charles Ave Apt 401,800 St Charles Ave Apt 401,Short Term Rental Commercial Owner,2,4,11/20/2025 11:59:00 PM,"(29.9456802944974, -90.0715654725396)",3680432.55,527938.56
800 St Charles Ave Apt 303,800 St Charles Ave Apt 303,Short Term Rental Commercial Owner,2,4,11/20/2025 11:59:00 PM,"(29.9456875198208, -90.0715073740242)",3680450.92,527941.39
800 St Charles Ave Apt 304,800 St Charles Ave Apt 304,Short Term Rental Commercial Owner,1,2,11/20/2025 11:59:00 PM,"(29.9456834442128, -90.0714895844918)",3680456.57,527939.97
800 St Charles Ave Apt 404,800 St Charles Ave Apt 404,Short Term Rental Commercial Owner,1,2,11/20/2025 11:59:00 PM,"(29.9456630370941, -90.0714864953681)",3680457.63,527932.56
800 St Charles Ave Apt 206,800 St Charles Ave Apt 206,Short Term Rental Commercial Owner,1,2,11/20/2025 11:59:00 PM,"(29.9456993922417, -90.071429165266)",3680475.64,527945.98
1731 Louisiana Ave Apt A,1731 Louisiana Ave Apt A,Short Term Rental Commercial Owner,3,6,11/14/2025 11:59:00 PM,"(29.9299947214381, -90.0920538162485)",3674005.98,522163.84
1731 Louisiana Ave Apt B,1731 Louisiana Ave Apt B,Short Term Rental Commercial Owner,1,2,11/14/2025 11:59:00 PM,"(29.9299947214381, -90.0920538162485)",3674005.98,522163.84
800 St Charles Ave Apt 306,800 St Charles Ave Apt 306,Short Term Rental Commercial Owner,1,2,11/20/2025 11:59:00 PM,"(29.9456702993862, -90.071435122313)",3680473.87,527935.38
800 St Charles Ave Apt 203,800 St Charles Ave Apt 203,Short Term Rental Commercial Owner,2,4,11/20/2025 11:59:00 PM,"(29.9457097938119, -90.0715015347987)",3680452.68,527949.51
800 St Charles Ave Apt 202,800 St Charles Ave Apt 202,Short Term Rental Commercial Owner,2,4,11/20/2025 11:59:00 PM,"(29.9457158689747, -90.0715270986014)",3680444.56,527951.63
800 St Charles Ave Apt 204,800 St Charles Ave Apt 204,Short Term Rental Commercial Owner,1,2,11/20/2025 11:59:00 PM,"(29.9457066759853, -90.0714803859766)",3680459.39,527948.45
341 Baronne St Apt B,341 Baronne St Apt B,Short Term Rental Commercial Owner,2,4,11/18/2025 11:59:00 PM,"(29.9515304533632, -90.0729060448506)",3679984.61,530061.22
800 St Charles Ave Apt 302,800 St Charles Ave Apt 302,Short Term Rental Commercial Owner,2,4,11/20/2025 11:59:00 PM,"(29.9456925733095, -90.0715296351432)",3680443.85,527943.15
1919 Sophie Wright Pl Unit 6,1919 Sophie Wright Pl Unit 6,Short Term Rental Commercial Owner,1,2,11/17/2025 11:59:00 PM,"(29.9320863907965, -90.0747966130081)",3679463.59,522984.07
528 S Rocheblave St,528 S Rocheblave St,Short Term Rental Commercial Owner,3,6,06/19/2025 11:59:00 PM,"(29.9598324687238, -90.0883668040745)",3675055.9,533026.62
337 Baronne St Apt 200,337 Baronne St Apt 200,Short Term Rental Commercial Owner,4,8,11/18/2025 11:59:00 PM,"(29.9515962984836, -90.0728784025662)",3679993.1,530085.26
401 Baronne St,401 Baronne St,Short Term Rental Commercial Owner,3,6,06/13/2025 11:59:00 PM,"(29.9509870967147, -90.0729650448676)",3679968.1,529863.43
421 Harmony St,421 Harmony St,Short Term Rental Commercial Owner,4,8,11/20/2025 11:59:00 PM,"(29.9193950993223, -90.0837568692269)",3676675.95,518338
505 Frenchmen St Apt 301,505 Frenchmen St Apt 301,Short Term Rental Commercial Owner,1,2,11/20/2025 11:59:00 PM,"(29.962796335296, -90.0575451667286)",3684803.27,534211.74
722 Girod St Apt 402,722 Girod St Apt 402,Short Term Rental Commercial Owner,2,4,06/17/2025 11:59:00 PM,"(29.9472494084318, -90.0720264324892)",3680280.29,528507.54
800 St Charles Ave Apt 301,800 St Charles Ave Apt 301,Short Term Rental Commercial Owner,2,4,11/20/2025 11:59:00 PM,"(29.9456996641404, -90.0715607436732)",3680433.97,527945.62
1429 Baronne St,1429 Baronne St,Short Term Rental Commercial Owner,3,6,11/19/2025 11:59:00 PM,"(29.9407202857806, -90.077970509658)",3678423.93,526112.64
1330 Baronne St,1330 Baronne St,Short Term Rental Commercial Owner,,,12/05/2025 11:59:00 PM,"(29.9412682229292, -90.0771925699256)",3678668.12,526314.59
1085 John Churchill Chase St Apt 202,1085 John Churchill Chase St Apt 202,Short Term Rental Commercial Owner,1,2,12/01/2025 11:59:00 PM,"(29.9411778882279, -90.0700441206019)",3680932.39,526306.63
1625 Governor Nicholls St,1625 Governor Nicholls St,Short Term Rental Commercial Owner,1,2,12/03/2025 11:59:00 PM,"(29.9680332379265, -90.0691809697017)",3681098.01,536075.24
722 Girod St Apt 401,722 Girod St Apt 401,Short Term Rental Commercial Owner,2,4,06/17/2025 11:59:00 PM,"(29.9472677633884, -90.0720191270995)",3680282.53,528514.24
2721 Saint Claude Ave,2721 Saint Claude Ave,Short Term Rental Commercial Owner,5,10,12/03/2025 11:59:00 PM,"(29.9688880283378, -90.0485630877863)",3687622.43,536458.68
2909 Saint Claude Ave,2909 Saint Claude Ave,Short Term Rental Commercial Owner,5,10,12/03/2025 11:59:00 PM,"(29.9684168525528, -90.0465852142591)",3688250.57,536294.37
"1513 Robert C Blakes, SR Dr","1513 Robert C Blakes, SR Dr",Short Term Rental Commercial Owner,3,6,07/11/2025 11:59:00 PM,"(29.9396136365876, -90.0770635722439)",3678715.57,525713.37
4025 Magazine St,4025 Magazine St,Short Term Rental Commercial Owner,2,4,06/25/2025 11:59:00 PM,"(29.921249322204, -90.0975463720495)",3672300.59,518964.89
1738 Henriette Delille St Apt C,1738 Henriette Delille St Apt C,Short Term Rental Commercial Owner,1,2,12/03/2025 11:59:00 PM,"(29.9681115360793, -90.0623578476182)",3683257.99,536127.61
1818 N Claiborne Ave,1818 N Claiborne Ave,Short Term Rental Commercial Owner,5,10,12/03/2025 11:59:00 PM,"(29.9727996241844, -90.0613571190372)",3683555.91,537835.89
"1721 Robert C Blakes, SR Dr Apt 1","1721 Robert C Blakes, SR Dr Apt 1",Short Term Rental Commercial Owner,3,6,09/02/2025 11:59:00 PM,"(29.9380330506318, -90.0782654984658)",3678341.21,525134.44
1507 Henriette Delille St,1507 Henriette Delille St,Short Term Rental Commercial Owner,1,2,12/03/2025 11:59:00 PM,"(29.9680635087128, -90.0631569401642)",3683005.18,536107.34
1652 N Claiborne Ave,1652 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,07/25/2025 11:59:00 PM,"(29.9726438726987, -90.0641979302777)",3682657.14,537769.28
1738 Henriette Delille St Apt 1B,1738 Henriette Delille St Apt 1B,Short Term Rental Commercial Owner,1,2,12/05/2025 11:59:00 PM,"(29.9680905124806, -90.0623792137146)",3683251.31,536119.89
1300 Baronne st,1300 Baronne st,Short Term Rental Commercial Owner,,,12/05/2025 11:59:00 PM,"(29.9417029578722, -90.0768399214278)",3678778.07,526473.9
1085 John Churchill Chase St Apt 203,1085 John Churchill Chase St Apt 203,Short Term Rental Commercial Owner,1,2,12/01/2025 11:59:00 PM,"(29.9411927410987, -90.0700386910142)",3680934.05,526312.05
339 Carondelet St Apt 3F,339 Carondelet St Apt 3F,Short Term Rental Commercial Owner,1,2,12/05/2025 11:59:00 PM,"(29.9511022548481, -90.0717270583049)",3680359.67,529909.62
303 Morgan St,303 Morgan St,Short Term Rental Commercial Owner,4,8,09/02/2025 11:59:00 PM,"(29.9541683219233, -90.053520576903)",3686112.62,531088.49
2723 Saint Claude Ave,2723 Saint Claude Ave,Short Term Rental Commercial Owner,5,10,12/03/2025 11:59:00 PM,"(29.9688801549857, -90.0485368792702)",3687630.76,536455.91
1738 Henriette Delille St Apt A,1738 Henriette Delille St Apt A,Short Term Rental Commercial Owner,1,2,12/02/2025 11:59:00 PM,"(29.9681115360793, -90.0623578476182)",3683257.99,536127.61
1085 John Churchill Chase St Apt 204,1085 John Churchill Chase St Apt 204,Short Term Rental Commercial Owner,2,4,12/01/2025 11:59:00 PM,"(29.9412041542478, -90.070035894176)",3680934.89,526316.21
722 Girod St Apt 201,722 Girod St Apt 201,Short Term Rental Commercial Owner,2,4,12/05/2025 11:59:00 PM,"(29.947409521578, -90.071978526338)",3680294.82,528565.93
722 Girod St Apt 303,722 Girod St Apt 303,Short Term Rental Commercial Owner,3,6,06/17/2025 11:59:00 PM,"(29.9473083675806, -90.0720062670124)",3680286.44,528529.05
722 Girod St Apt 404,722 Girod St Apt 404,Short Term Rental Commercial Owner,1,2,06/17/2025 11:59:00 PM,"(29.947213406725, -90.0720374660409)",3680276.94,528494.41
HOTEL TREMELLC,2552 ST PHILLIP STREET,4703 - BED & BREAKFAST INNS,,,,,,
1304 Baronne St,1304 Baronne St,Short Term Rental Commercial Owner,,,12/05/2025 11:59:00 PM,"(29.9416494773913, -90.0769011256421)",3678758.9,526454.24
3001 Chartres St,3001 Chartres St,Short Term Rental Commercial Owner,3,6,12/03/2025 11:59:00 PM,"(29.9629868530249, -90.0473654123763)",3688025.71,534317.05
CAMPECHE,634 N. WHITE ST,4703 - BED & BREAKFAST INNS,,,,,,
WINDSOR COURT HOTEL,300 GRAVIER ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9497948404032, -90.0662661592716)",3682094.21813,529453.277569
QUEEN & CRESCENT HOTEL,344 CAMP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9500548215129, -90.0690015589368)",3681226.95074,529538.247873
FORTUNA 1317 COLUMBUS,1317 COLUMBUS ST,4703 - BED & BREAKFAST INNS,,,,"(29.9691904586504, -90.0644468850574)",3682592.22754,536512.616135
2505 Upperline St,2505 Upperline St,Short Term Rental Commercial Owner,3,6,09/02/2025 11:59:00 PM,"(29.93511727279, -90.1071580070144)",3669202.01,523975.08
4715 Freret St,4715 Freret St,Short Term Rental Commercial Owner,1,2,10/07/2025 11:59:00 PM,"(29.9350591603153, -90.1069155407958)",3669279.03,523954.77
URBANIA HOUSE,1365 CONSTANCE ST,8807 - .1(43) BED AND BREAKFAST 3 TO 5 ROOMS,,,,"(29.9365821973409, -90.0707036977526)",3680741.91727,524633.168316
HYATT REGENCY NEW ORLEANS,601 LOYOLA AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9495363880042, -90.0764049746947)",3678884.56987,529323.933185
THE BRAKEMAN HOTEL,501 BASIN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9597488937418, -90.0705788134306)",3680688.6317,533057.862724
DRURY INN NEW ORLEANS,820 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9497577899405, -90.0723891075552)",3680155.40034,529418.415425
2545 BAYOU ROAD,2545 BAYOU RD,4703 - BED & BREAKFAST INNS,,,,"(29.9769337549701, -90.0765868714305)",3678717.69806,539286.013066
1107 Saint Anthony St,1107 Saint Anthony St,Short Term Rental Commercial Owner,3,6,09/05/2025 11:59:00 PM,"(29.9675282678134, -90.0613536408444)",3683578.29,535919.04
LIONS INN,2515 CHARTRES ST,4703 - BED & BREAKFAST INNS,,,,"(29.9639225613012, -90.0524599789874)",3686408.81634,534639.240134
MASON D'OR,1911 ROYAL ST,4703 - BED & BREAKFAST INNS,,,,"(29.9643457814521, -90.0591790987773)",3684279.65218,534769.419334
MAISON MACARTY,3820 BURGUNDY ST,4703 - BED & BREAKFAST INNS,,,,"(29.9636174674623, -90.0373438449648)",3691196.23792,534582.114757
JW MARRIOT NEW ORLEANS,614 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9527097524767, -90.0688818422529)",3681254.20789,530504.096514
DA EMPIRE,2222 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9562807876299, -90.0894420288349)",3674729.46049,531731.397187
SEXTANT STAYS,127 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9532483280666, -90.0706414358923)",3680694.85199,530693.797954
AULD SWEET OLIVE BED & BREAKFAST,2460 N RAMPART ST,4703 - BED & BREAKFAST INNS,,,,"(29.967716633652, -90.0526022013441)",3686348.36412,536018.401287
1401 Carondelet St,1401 Carondelet St,Short Term Rental Commercial Owner,,,10/10/2025 11:59:00 PM,"(29.9405040251908, -90.0764093293619)",3678919.22,526039.42
RE NEW ORLEANS PROPERTY MANAGEMENT,1531 URSULINES AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9665894708311, -90.069428245708)",3681025.50997,535549.368454
223 S Broad St,223 S Broad St,Short Term Rental Commercial Owner,5,10,08/25/2025 11:59:00 PM,"(29.9643143433615, -90.0887446066836)",3674918.57,534655.1
HAMPTON INN NEW ORLEANS-ST.CHARLES AVE./GARDEN DIS,3626 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9271091316295, -90.0939654673215)",3673411.84174,521107.980217
PONTCHARTRAIN LANDING,6001 FRANCE RD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0250671223013, -90.035040139532)",3691672.46832,556935.786202
MAZANT HOLDING,906 MAZANT ST,4703 - BED & BREAKFAST INNS,,,,"(29.9634906457807, -90.035146171629)",3691892.60329,534543.874757
MASON MOTEL INC,2309 S CLAIBORNE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9447947734847, -90.0911150452678)",3674244.97697,527548.905535
WG CREOLE HOUSE,1724  CLIO ST,4703 - BED & BREAKFAST INNS,,,,"(29.9422967692081, -90.075694324818)",3679138.50799,526693.81171
1922 Burgundy St,1922 Burgundy St,Short Term Rental Commercial Owner,5,10,10/08/2025 11:59:00 PM,"(29.9662903846042, -90.0595793871045)",3684145.05,535475.14
THE RUBENSTEIN HOTEL,104 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9527383069048, -90.0692864513894)",3681125.96872,530513.066306
THE OLD NO. 77 HOTEL & CHANDLERY - MAIN,535 TCHOUPITOULAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9478804961101, -90.067313153129)",3681770.35599,528753.487296
734 Union St Unit 401,734 Union St Unit 401,Short Term Rental Commercial Owner,2,4,10/08/2025 11:59:00 PM,"(29.951186144967, -90.0711178836739)",3680552.24,529942.25
NOLA ST CLAUDE,1919 ST CLAUDE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.968440487755, -90.0598530092364)",3684049.72642,536256.034503
THE CHLOE,4125 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9272428785317, -90.0993080854694)",3671719.07156,521138.351225
EMPRESS HOTEL,1317 URSULINES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9653762092022, -90.0676787526137)",3681584.3053,535114.295366
611-613 COMMERCE LLC,611 COMMERCE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9471336928363, -90.0666503739831)",3681983.24559,528484.242048
TULANE HOTEL GROUP,3900 TULANE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9674293694511, -90.1040851984859)",3670049.17703,535735.410695
SUN OAK MUSEUM AND GUEST HOUSE,2020 BURGUNDY ST,4703 - BED & BREAKFAST INNS,,,,"(29.9663748738259, -90.0584939546251)",3684488.37705,535509.685382
HARRAH'S POYDRAS HOTEL,228 POYDRAS ST,2060 - CASINO HOTELS,,,,"(29.9482899573016, -90.0657236530428)",3682272.06844,528907.947328
BEST WESTERN FRENCH QUARTER   LANDMARK HOTEL,920 N RAMPART ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9624623231638, -90.0663770715928)",3682008.16271,534059.252613
OAKVIEW BED & BREAKFAST,1172 CITY PARK AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9829489838216, -90.0924338594926)",3673677.07041,541418.70638
734 Union St Unit 200,734 Union St Unit 200,Short Term Rental Commercial Owner,2,4,08/28/2025 11:59:00 PM,"(29.9512357604992, -90.0711356665427)",3680546.41,529960.23
ROYAL STREET COURTYARD,2438 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9647083796932, -90.0531139679717)",3686198.55337,534922.67847
326 S Broad St,326 S Broad St,Short Term Rental Commercial Owner,5,10,08/25/2025 11:59:00 PM,"(29.9631901668855, -90.0891507912107)",3674794.4,534244.91
ALOFT NEW ORLEANS DOWNTOWN,225 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9526820277747, -90.072426241111)",3680131.93973,530481.64653
BOURBON ORLEANS HOTEL,717 ORLEANS AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9589676067682, -90.0648606081599)",3682502.39119,532793.756676
"CATALYST DEVELOPMENT, LLC",1364 MOSS ST,8807 - .1(43) BED AND BREAKFAST 3 TO 5 ROOMS,,,,"(29.9814381546424, -90.0873270115775)",3675299.70606,540886.853899
GRENOBLE HOUSE,329 DAUPHINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9567614880811, -90.0691594706169)",3681150.03816,531976.486915
AUDUBON COTTAGES,509 DAUPHINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9579241775608, -90.0678353933293)",3681564.63752,532403.911875
FEDERAL CITY INN & SUITES,740 HEBERT DR,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
RIVER HOUSE NEW ORLEANS,625 MARIGNY ST,4703 - BED & BREAKFAST INNS,,,,"(29.9643103210079, -90.0550797965532)",3685577.73929,534770.980742
CHIMES BED & BREAKFAST (THE),1146 CONSTANTINOPLE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9238081372383, -90.097235933889)",3672388.88775,519896.428664
339 Carondelet St Apt 3D,339 Carondelet St Apt 3D,Short Term Rental Commercial Owner,1,2,09/03/2025 11:59:00 PM,"(29.9510922469741, -90.0716785218728)",3680375.08,529906.15
722 Girod St Apt 204,722 Girod St Apt 204,Short Term Rental Commercial Owner,1,2,06/11/2025 11:59:00 PM,"(29.9473597144864, -90.0719923869504)",3680290.63,528547.77
1030 Saint Anthony St,1030 Saint Anthony St,Short Term Rental Commercial Owner,4,8,10/06/2025 11:59:00 PM,"(29.9669597327154, -90.0615213670071)",3683527.48,535711.71
